Municipio;Tipologia;Classificazione;Denominazione;Indirizzo;Singole;Doppie;Triple;Quadruple;Quintuple;Sestuple;Totale camere;Posti letto;Unita abitative;Posti letto unita abitative
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 1;VATICAN IN THE MOONLIGHT - CASA VACANZE;VIA GIORGIO SCALIA, 46;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 1;VATICAN RHOME;BORGO VITTORIO, 5;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 1;YOU&ROME  - CASA E APPARTAMENTO PER VACANZE;VIA BERNARDINO TELESIO, 16;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;4 BLOCKS FROM THE VATICAN;VIA TIBULLO, 16;1;3;0;0;0;0;4;7;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;A CASA DI FIAMMA;VIA DI PORTA CASTELLO, 33;1;0;0;1;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;A DUE PASSI DAL CUPOLONE;VIA CANDIA, 55;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;A DUE PASSI DAL VATICVANO;VIA CANDIA, 66;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;ALBIREO;VIALE GIULIO CESARE, 51;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;AL CASTELLO DELL'ANGELO;VIA GIOVANNI PIERLUIGI DA PALESTRINA, 48;1;3;0;0;0;0;4;7;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;AL PASSETTO DI BORGO;VIA ALBERICO II, 11;0;0;3;0;0;0;3;9;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;AMBROSIA VATICAN HOUSE;VIA GIACOMO BARZELLOTTI, 3;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;A&M ROME VATICAN HOUSE;VIALE DELLE MEDAGLIE D'ORO, 143;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;AP13 GIULIO CESARE;VIA FAMAGOSTA, 63;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;APPARTAMENTO CELESTINO;VIA DEGLI SCIPIONI, 53;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;APPARTAMENTO NOVE;VIA ANDREA DORIA, 67;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;APPARTAMENTO PICCOLA ROMA;VIA EMILIO FAA' DI BRUNO, 30;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;APPARTAMENTO PRATI;VIA FAMAGOSTA, 63;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;APPARTAMENTO RED & WHITE;VIA DEGLI SCIPIONI, 121;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;APT.PRATI;VIA PIETRO COSSA, 28;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;ASTERISCO;VIALE GIUSEPPE MAZZINI, 157;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;BASILE CASA VACANZA SAN PIETRO;VIA DEL FALCO, 29;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;BB VATCAN APARTMENT CASA E APPARTAMENTO PER VACANZE;VIALE DEGLI AMMIRAGLI, 67;1;0;2;0;0;0;3;7;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;bb vatican home holiday;VIALE DEGLI AMMIRAGLI, 67;1;2;1;0;0;0;4;8;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;BIG HOME IN VATICAN;VIA OTTORINO LAZZARINI, 12;0;2;1;0;0;0;3;7;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;BORGO ANGELICO APARTMENT CASA E APPARTAMENTO PER VACANZE;BORGO ANGELICO, 48;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;BORGO PIO HOLIDAYS;BORGO PIO, 138;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;BORGO SCIPIONI;VIA DEGLI SCIPIONI, 40;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CAMPANELLA 41;VIA TOMMASO CAMPANELLA, 41;0;0;0;0;0;0;3;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CANDIA 41;VIA CANDIA, 41;0;3;0;0;0;0;3;6;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CANDIA DOMUS;VIA CANDIA, 77;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA ARIANNA ROMA;VIA FRANCESCO CARACCIOLO, 6;0;0;0;0;0;0;0;0;2;4
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA AUBRY;VIA AUGUSTO AUBRY, 2;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA BABA;VIALE DELLE MEDAGLIE D'ORO, 311;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA BELLA;VIA CANDIA, 41;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA BERNA;VIA SABOTINO, 22;1;1;2;0;0;0;4;9;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASABLANCA;VIA SANTAMAURA, 49;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA BORGO;VIA DEL FALCO, 29;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA CAMMA;PIAZZALE AMMIRAGLIO BERGAMINI, 12;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA DEDI - cessata attivit”;VIA ILDEBRANDO GOIRAN, 10;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA DI TILLA;VIA FULCIERI PAULUCCI DE CALBOLI, 8;0;2;1;0;0;0;3;7;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA DI VESTA;VIA VITTORIO ARMINJON, 5;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE 38/A;VIALE DELLE MEDAGLIE D'ORO, 38/A;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE 38/B;VIALE DELLE MEDAGLIE D'ORO, 38/B;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE CASA ARXE;VIA FEDERICO CESI, 44;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE CASA LEONE;VIA LEONE IV, 38;0;3;0;0;0;0;3;6;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;Casa e appartamento per vacanze CASA POMA;VIA CARLO POMA, 4;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE CASA RICA;VIA GABRIELE CAMOZZI, 9;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE CAVE CATTUM;VIA ALBERICO II, 17;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA  E APPARTAMENTO PER VACANZE COLA DI RIENZO 28;VIA COLA DI RIENZO, 28;0;1;2;0;0;0;3;8;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE COSTANTINO SECONDO GUEST HOUSE;VIA VITTORIO ARMINJON, 8;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA  E APPARTAMENTO PER VACANZE COSY VATICAN HOUSE;VIA CUNFIDA, 4;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;Casa e appartamentoper vacanze Cristiana Home;VIALE DEGLI AMMIRAGLI, 67;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE DOMUS ENEA;PIAZZA DEI PRATI DEGLI STROZZI, 26;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE DORMI IN BOTTEGA;VIA FRANCESCO DUODO, 13;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE EMMA A ROMA;VIA CUNFIDA, 16;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE FLORJE HOUSE BY THE VATICAN;VIA SANTAMAURA, 15;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE GOOD HOUSE;VIA DOMENICO MILLELIRE, 23;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;"CASA E APPARTAMENTO PER VACANZE "" HOLIDAY HOUSE ROMA VATICANO""";VIA GERMANICO, 107;0;0;1;1;0;0;2;7;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE JUBILEE 2;VIA DELLA GIULIANA, 101;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE LA CASA DI MARIO E NICOLETTA;VIA S. TOMMASO D'AQUINO, 83;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE LA CASA DI PIERO AI MUSEI;VIA ANGELO EMO, 25/F;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE LELI'S HOUSE;VIA ANDREA DORIA, 64;1;0;1;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE PROFUMO DI CASA;VIA DELLA GIULIANA, 74;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;casa e appartamento per vacanze ROMADAYS;VIA CIPRO, 47;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;"CASA E APPARTAMENTO PER VACANZE "" SALOTTO 32""";PIAZZALE CLODIO, 32;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE SI.CA.LI. AL VATICANO;VIA GIROLAMO SAVONAROLA, 20;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA  E APPARTAMENTO PER VACANZE SKYLINE HOUSE;VIA ANASTASIO II, 367;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE SWEET JANE;VIALE DEGLI AMMIRAGLI, 119;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZEVATICAN APARTMENT OTHER;VIA SANTAMAURA, 16;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;"CASA E APPARTAMENTO PER VACANZE ""VATICAN GARDENS HOUSE""";VIA RICCARDO GRAZIOLI LANTE, 15/A;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE VATICAN HOUSE OF SABRINA;VIA OTTAVIANO, 73;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE VATICANO WALLS;VIA CANDIA, 143;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA E APPARTAMENTO PER VACANZE WELCOME VATICAN HOUSE;VIALE DEGLI AMMIRAGLI, 46;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA ELENA - VATICANO;VIA PIETRO GIANNONE, 10;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA GIGLI ARTS LODGE;VIA ENNIO QUIRINO VISCONTI, 11;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA GIRASOLE;VIA RIALTO, 35;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA IANUS;VIA LUIGI RIZZO, 129;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA MAGNOLIA;VIA ANDREA DORIA, 67;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA NICOLA;VIA GIORGIO SCALIA, 4;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA PAJARITO;VIA CRESCENZIO, 43;0;1;3;0;0;0;4;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA PER VACANZE ROSY'S DREAM AL VATICANO;VIA CRESCENZIO, 103;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA QUIRINO VISCONTI CASA E APPARTAMENTO PER VACANZE;VIA ENNIO QUIRINO VISCONTI, 55;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA REGINA CASA E APPARTAMENTO PER VACANZE;VIA OTTAVIANO, 43;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA SAINT JUST;VIA DEGLI OMBRELLARI, 19;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA UNO;VIA DEGLI SCIPIONI, 167;0;0;0;0;0;0;3;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;"CASA VACANZE ""AGNESE DOLCE AGNESE""";VIA ANDREA DORIA, 79;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VACANZE ANNA AL VATICANO;VIA CANDIA, 66;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VACANZE BILLA;VIA LUIGI RIZZO, 47;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VACANZE CASINA RUGANTEA;BORGO VITTORIO, 5;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VACANZE CHEZ MAMIE;VIA SEBASTIANO ZIANI, 29;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VACANZE CRESCENZIO;VIA CRESCENZIO, 86;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VACANZE PASSIONE ROMANA;VIA MARCANTONIO BRAGADIN, 128;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VACANZE RINA;VIA STEFANO PORCARI, 11;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VACANZE ROMARE;VIALE DELLE MEDAGLIE D'ORO, 42;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VALADIER;VIA EZIO, 19;1;0;1;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VENIERO;VIA SEBASTIANO VENIERO, 78;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASA VESPA - CASA E APPARTAMENTO PER VACANZE;VIALE ANGELICO, 70;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASE E APPARTAMENTI PER VACANZE PASSAGLIA;VIA CARLO PASSAGLIA, 10;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASE E APPARTAMENTI PER VACANZE VATICAN NICK'S HOME;VIA MOCENIGO, 32;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CASINA SISTINA;PIAZZALE DEGLI EROI, 8;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CAV INN RHOME;VIA CARLO MIRABELLO, 34;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CELSA CASA E APPARTAMENTO PER VACANZE VATICANO;VIALE PLATONE, 25;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CENTO PASSI DAL VATICANO HOUSE;VIA SANTAMAURA, 72;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CIPRO FLAT 10 CASA E APPARTAMENTO PER VACANZE;VIA S. TOMMASO D'AQUINO, 15;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CLODIO TERRACE GARDEN 13 CASA E APPARTAMENTO PER VACANZE;VIA AUGUSTO RIBOTY, 10;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;COLA DI RIENZO INN;VIA COLA DI RIENZO, 111;0;2;1;0;0;0;3;7;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;COZY LEONE CASA E APPARTAMENTO PER VACANZE;VIA LEONE IV, 38;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;CRESCENZI CASA VACANZA;VIA TUNISI, 7;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DEA VATICAN DOMUS;VIA PIETRO POMPONAZZI, 3;0;3;0;0;0;0;3;6;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DIMORA LUMINOSA;VIA CRESCENZIO, 43;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DIVINE TERACE APARTMENT CASA E APPARTAMENTO PER VACANZE;VICOLO DEL FARINONE, 24;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DM LUXURY HOUSE CASA E APPARTAMENTO PER VACANZE;PIAZZA COLA DI RIENZO, 92;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DOMIZIA HOLIDAYS;VIA TRIONFALE, 65;2;1;0;0;0;0;3;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DOMUS ANNA;VIA FRANCESCO CARACCIOLO, 10;3;0;0;0;0;0;3;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DOMUS CIPRO;VIA RIALTO, 18;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DOMUS CIPRO VATICANO;VIA RUGGERO FIORE, 27;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DOMUS CLODIO;VIA PREMUDA, 4;0;0;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;domus di ovidio;VIA OVIDIO, 9;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DOMUS LIA;BORGO VITTORIO, 74;2;2;0;0;0;0;4;6;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DOMUS OVIDIO;VIA COLA DI RIENZO, 180;0;1;1;1;0;0;3;9;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DOMUS PAPA 71/72;VIA RIALTO, 13;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DOMUS VALERI;VIA CANDIA, 41;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;DOMUS VITA ROMANA;VIA SANTAMAURA, 7;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;ELLEBIELLE CASA SCIPIONI;VIA DEGLI SCIPIONI, 167;2;1;0;0;0;0;3;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;ELUTA HOLIDAY HOME CASA E APPARTAMENTO PER VACANZE;CIRCONVALLAZIONE CLODIA, 26;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;EROI AL VATICANO - CASA E APPARTAMENTO PER VACANZE;VIA SEBASTIANO ZIANI, 3;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;EROI APARTMENT;VIA S. TOMMASO D'AQUINO, 22;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;EULALIA HOLIDAY APARTMENT;VIALE GIULIO CESARE, 237;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;EXCLUSIVE GIULIANA SUITE;VIA DELLA GIULIANA, 35;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;FAB HOUSE;VIA OTRANTO, 23;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;FASANA 21;VIA FASANA, 21;0;2;1;0;0;0;3;7;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;FASANA 21/13;VIA FASANA, 21;1;1;1;1;0;0;4;10;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;FESTINA LENTE CASA VACANZE;VIA BARLETTA, 17;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;FIVESTAR;VIA ANGELO EMO, 144;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;FRA&B;VIA DI PRATO FALCONE, 6;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;GAETANO MORONI;VIA DEGLI SCIPIONI, 263;0;1;0;1;0;0;2;6;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;GARDEN IN ROME;VIA GIUSEPPE AVEZZANA, 6;1;0;1;0;0;0;2;4;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;GIAVI HOUSE CASA VACANZA;VIALE DELLE MILIZIE, 9;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;GIOEL;VIA DEGLI SCIPIONI, 142;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;GIULIANA SUPERIOR;VIA EMILIO FAA' DI BRUNO, 24;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun XVII);Casa Vacanze NON impr (Appartamento);Categoria 2;GIULIETTA A ROMA S. PIETRO;VIA PAOLO EMILIO, 71;2;1;0;0;0;0;3;4;0;0
