Municipio;Tipologia;Classificazione;Denominazione;Indirizzo;Singole;Doppie;Triple;Quadruple;Quintuple;Sestuple;Totale camere;Posti letto;Unita abitative;Posti letto unita abitative
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FIFTYNINE LUXURY APARTMENTS ROMA INT. 13;VIA DELLA FREZZA, 56;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FIFTYNINE LUXURY APARTMENTS ROMA INT. 16;VIA DELLA FREZZA, 56;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FIFTYNINE LUXURY APARTMENTS ROMA INT. 19;VIA DELLA FREZZA, 56;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FIFTYNINE LUXURY APARTMENTS ROMA INT.2;VIA DELLA FREZZA, 56;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FIFTYNINE LUXURY APARTMENTS ROMA INT. 3;VIA DELLA FREZZA, 56;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FIFTYNINE LUXURY APARTMENTS ROMA INT. 5;VIA DELLA FREZZA, 56;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FIFTYNINE LUXURY APARTMENTS ROMA INT. 7;VIA DELLA FREZZA, 56;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FILIBERTO APARTMENT;VIA EMANUELE FILIBERTO, 125;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FLATINROME TERMINI TWO;VIA VOLTURNO, 2/C;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FLATINROME TRASTEVERE NINE;VIA DELLA GENSOLA, 34;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FLAVIA SCENT OF ROME;VIA NAZIONALE, 5;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FLORIDO LILAC;VIA GENOVA, 18;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FLORIDO OASIS;VIA GENOVA, 18;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FONTANA DI TREVI HOME;VIA ZUCCHELLI, 23/A;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FOREVER YOUNG;VIA MAGENTA, 53;2;1;0;0;0;0;3;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FORI IMPERIALI LOFT;VIA DI S. TEODORO, 34;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FRATTINA CELESTE - ROSSO - BLU;VIA FRATTINA, 89;0;0;0;0;0;0;3;3;3;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;FUNNY CASA VACANZA;VIA VARESE, 31;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GIANICOLO'S HILL SUITE APARTMENT;VIA DI S. ONOFRIO, 29;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GIGLIO APTS 2;VICOLO DEL GIGLIO, 20;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GIGLIO APTS 4;VICOLO DEL GIGLIO, 20;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GIOTTO 24;VIALE GIOTTO, 24;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GIROLAMO PLACE;VIA DI S. GIROLAMO DELLA CARITA', 76;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GLADIATORE AL COLESSEO;VIA LABICANA, 80;2;1;0;0;0;0;3;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GLI ALLOGGI DI FRANK CASA E APPARTAMENTO PER VACANZE;VIA DOMENICO FONTANA, 24;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GOITO CASA E APPARTAMENTO PER VACANZE;VIA GOITO, 24;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GRAND JUNIOR SUITE RICCI;PIAZZA DE' RICCI, 139;4;1;0;0;0;0;5;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GRAND SUITE MONSERRATO;VIA DI MONSERRATO, 149;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;GREIGE HOUSE A RIPETTA;VIA DI RIPETTA, 252;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HARRY'S BAR TREVI;VICOLO DEL PUTTARELLO, 25;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HEART OF THE CENTRE ROME;PIAZZA GRAZIOLI, 18;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HERITAGE SNC CASA E APPARTAMENTO PER VACANZE;VIA DEL MONTE OPPIO, 5;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HI APART ROME 1/2/3/4/5 CASA VACANZE;VIA DI MONTE GIORDANO, 14;0;0;0;0;0;0;6;15;5;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HI SUITE ROME FARNESE;VIA DI MONTE GIORDANO, 19;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HI SUITE ROME GIULIA;VIA DI MONTE GIORDANO, 19;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HI SUITE ROME NAVONA;VIA DI MONTE GIORDANO, 19;0;1;0;0;0;0;1;2;6;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HI SUITE ROME PANTHEON;VIA DI MONTE GIORDANO, 19;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HI SUITE ROME SANT'ANGELO;VIA DI MONTE GIORDANO, 19;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HI SUITE ROME TREVI;VIA DI MONTE GIORDANO, 19;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HOLIDAY HOME ZERO SEI A TRASTEVERE;VICOLO DI S. FRANCESCO A RIPA, 20;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HOLIDAYS APARTMENTS COLOSSEO CASA E APPARTAMENTO PER VACANZE;VIA LABICANA, 44;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HOME GREGORIANA;VIA GREGORIANA, 12;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HOME HOLIDAY ALVITI 1;VIA EMANUELE FILIBERTO, 271;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HOME HOLIDAY ALVITI 2;VIA EMANUELE FILIBERTO, 271;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HOME SWEET ROME CASA E APPARTAMENTO PER VACANZE;VIA ROMA LIBERA, 23;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HOUSE 8 NATALE DEL GRANDE;VIA NATALE DEL GRANDE, 8;0;0;0;0;0;0;1;1;1;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HOUSE DELL'ORSO;VIA DELL'ORSO, 23;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HOUSE GOTI;VIA DI S. AGATA DEI GOTI, 5;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;HOUSE PURIFICAZIONE HOLIDAY;VIA DELLA PURIFICAZIONE, 69;1;1;0;0;0;0;2;3;1;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;I FIORI;VIA MARIO DE FIORI, 19;0;0;0;0;0;0;5;7;3;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;IL BOLLO 2 CASA VACANZE;VICOLO DEL BOLLO, 4;1;0;0;0;0;0;1;1;4;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;IL BOLLO 4 CASA VACANZE;VICOLO DEL BOLLO, 4;1;0;0;0;0;0;1;1;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;IL BOLLO 6 CASA VACANZE;VICOLO DEL BOLLO, 4;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;IL DIAMANTE;VIA DI S. CROCE IN GERUSALEMME, 75;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;IL NIDO AL COLOSSEO N & G FASHION HOUSE CASA E APPARTAMENTO PER VACANZE;VIA CARLO CATTANEO, 15;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;IL NIDO DI GUENDA;VIA IN ARCIONE, 98;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;IL RICAMO DI ROMA DI PAOLA DEZI;VIA S. STEFANO DEL CACCO, 16;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;IL TEMPIO DI DELFI;VIA DEI MARONITI, 11;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;IMPERIAL SUITE SFORZA;PIAZZA SFORZA CESARINI, 41;4;1;0;0;0;0;5;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;INARIME;VIA LUDOVICO MURATORI, 15;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;INNER HOUSE;VIA MILAZZO, 11;0;0;0;0;0;0;1;2;1;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;JACKIE'S IN ROME APARTMENTS;VIA CARLO CATTANEO, 24;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;JACKIE'S IN ROME APARTMENTS;VIA CARLO CATTANEO, 24;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;king edward rome 2 casa e appartamento per vacanze;VIA DEI CORONARI, 123;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;king edward rome 2 casa e appartamento per vacanze;VIA DEI CORONARI, 123;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;KING EDWARD ROME CASA E APPARTAMENTO PER VACANZE;VIA DELLA PENNA, 59;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LA MERIDIANA CASA E APPARTAMENTO PER VACANZE;VIA CALATAFIMI, 38;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LA SOLDATINA 1;VIA DEI SOLDATI, 34;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LATA LUXURY BLUE APARTMENT;VIA DEL CORSO, 504;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LATA LUXURY PENTHOUSE;VIA DEL CORSO, 504;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LATA LUXURY RED APARTMENT;VIA DEL CORSO, 504;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LA TORRETTA CASA E APPARTAMENTO PER VACANZE;VICOLO DELLA TORRETTA, 42;0;2;1;0;0;0;3;7;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LAVATORE TREVI;VIA DEL LAVATORE, 37;3;0;0;0;0;0;3;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LE CASETTE DI TRASTEVERE INT. 1;VICOLO MORONI, 49;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LE CASETTE DI TRASTEVERE INT. 2;VICOLO MORONI, 49;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LE GARDEN SUITE DI VILLA SPALLETTI TRIVELLI INTERNO 1;VIA DELLA CONSULTA, 50;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LE GARDEN SUITE DI VILLA SPALLETTI TRIVELLI INTERNO 2;VIA DELLA CONSULTA, 50;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LE GARDEN SUITE DI VILLA SPALLETTI TRIVELLI INTERNO 4;VIA DELLA CONSULTA, 50;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LE GARDEN SUITE DI VILLA SPALLETTI TRIVELLI INTERNO 7;VIA DELLA CONSULTA, 50;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LEONINA TERRACE;VIA LEONINA, 4;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LITTLE COLOSSEUM CASA E APPARTAMENTO PER VACANZE;VIA CAPO D'AFRICA, 15;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LIVING RHOME Case e appartamenti per vacanze;VIA BELSIANA, 1/A;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LIVING ROMA REPUBBLICA APPARTMENTS CASA E APPARTAMENTO PER VACANZE;VIA NAZIONALE, 243;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LIV'IN ROMA CAMPO DEI FIORI;VIA DEL PELLEGRINO, 62;0;0;0;0;0;0;2;2;1;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LOGGETTA DI TRASTEVERE;VIA GOFFREDO MAMELI, 17;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LOGGETTA DI TRASTEVERE 2;VIA GOFFREDO MAMELI, 17;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;L'OLIMPO DI ESTIA;VIA DEI QUATTRO CANTONI, 55;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;L'OPERA APARTMENTS CASA E APPARTAMENTO PER VACANZE;VIA DEL VIMINALE, 58;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LUNA TREVI APARTMENT;VIA DI S. BASILIO, 55;1;1;1;0;0;0;3;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LUXURY GAMBERO APARTMENT CASA VACANZE;VIA DEL GAMBERO, 30;0;1;0;1;0;0;2;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;LUXURY HOUSE PALERMO CASA E APPARTAMENTO PER VACANZE;VIA PALERMO, 13;1;2;0;0;0;0;3;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MADONNA DEI MONTI CASA E APPARTAMENTO PER VACANZE;VIA DELLA MADONNA DEI MONTI, 93;2;1;0;0;0;0;3;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MAISON MONTE GIORDANO CASA E APPARTAMENTO PER VACANZE;VIA DI MONTE GIORDANO, 46;0;0;2;0;0;0;2;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MAISON ROMANA 4 CANTONI;VIA DEI QUATTRO CANTONI, 40;0;0;0;0;0;0;0;0;3;4
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MAISON ROMANA SANTA CROCE 1;VIA DI S. CROCE IN GERUSALEMME, 75;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MAISON ROMANA SANTA CROCE 3;VIA DI S. CROCE IN GERUSALEMME, 75;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MAITE PORTO DI RIPETTA;PIAZZA DEL PORTO DI RIPETTA, 1;0;0;0;0;0;0;4;11;4;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MAMA HOUSE ROME;LARGO LEOPARDI, 12;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MARCO AURELIO;VIA MARCO AURELIO, 15;0;0;0;0;0;0;2;4;1;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MARGUTTA INTERNATIONAL DOMUS;PIAZZA DI SPAGNA, 8;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MARIO DE' FIORI STAR SUITE;VIA MARIO DE FIORI, 116;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MECENATE'S DOMUS;VIA MECENATE, 27;0;0;0;0;0;0;1;2;1;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MEMOROMA;VIA NATALE DEL GRANDE, 51;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MEMOROMA;VIA NATALE DEL GRANDE, 51;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MEMOROMA;VIA NATALE DEL GRANDE, 51;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MEMOROMA;VIA NATALE DEL GRANDE, 51;0;1;0;0;0;0;1;2;5;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MEMOROMA;VIA NATALE DEL GRANDE, 51;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MEMOROMA2;VIA NATALE DEL GRANDE, 51;2;0;0;0;0;0;2;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MERIDIANA CASA E APPARTAMENTO PER VACANZE;VIA CALATAFIMI, 38;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MERULANA STREET 137 DI LUCIA MILITELLO;VIA MERULANA, 137;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MONTORO APARTMENT;VIA DI MONTORO, 29/A;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;MOREMI';VICOLO DEL BOLOGNA, 33;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA CHARMING MOVIDA;VIA DEI BAULLARI, 138;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA DELUXE;VICOLO DELLE VACCHE, 7;0;0;0;0;0;0;0;0;1;3
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA HOLIDAYS HOUSE;VIA DEL MELONE, 1;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA LITTLE HOME CASA E APPARTAMENTO PER VACANZE;PIAZZA DEL PARADISO, 66;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA LITTLE TOWER;VICOLO SAVELLI, 2;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA PALACE LUXURY INN;VIA DELLA PACE, 36;0;0;0;0;0;0;0;0;1;4
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA PALACE LUXURY INN;VIA DELLA PACE, 36;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA PALACE LUXURY INN;VIA DELLA PACE, 36;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA PALACE LUXURY INN;VIA DELLA PACE, 36;0;1;0;1;0;0;2;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA PALACE LUXURY INN;VIA DELLA PACE, 36;0;1;1;1;0;0;3;9;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA PALACE LUXURY INN;VIA DELLA PACE, 36;0;1;1;1;0;0;3;9;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA PALACE LUXURY INN;VIA DELLA PACE, 36;0;2;0;1;0;0;3;8;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAVONA PENTHOUSE;VIA DELLA VETRINA, 28;0;0;0;0;0;0;0;0;1;2
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;navona tower apartments 1;VIA DI TOR MILLINA, 19;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;navona tower apartments 2;VIA DI TOR MILLINA, 19;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAZARENO TOP HOUSE CASA E APPARTAMENTO PER VACANZE;VIA DEL POZZETTO, 122;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAZIONALE 221 LUXURY HOME;VIA NAZIONALE, 221;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NAZIONALE 221 LUXURY HOME2;VIA NAZIONALE, 221;1;1;0;0;0;0;2;3;1;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NERONE DI VIA LABICANA;VIA LABICANA, 80;0;3;0;0;0;0;3;6;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NEW ROMA HOUSE 2 CASA E APPARTAMENTO PER VACANZE;VIA MILAZZO, 22;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NEW ROME HOUSE 2;VIA MILAZZO, 11;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NICE TOO MEET YOU APARTMENT;VIA DI S. ONOFRIO, 24;0;1;0;0;0;0;1;2;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NL CAMPO DE FIORI;VIA DEI BALESTRARI, 45;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;NOBLE SUITE CASA E APPARTAMENTO PER VACANZE;VIA VOLTURNO, 40;0;0;1;1;0;0;2;7;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;OK ROMA CASA E APPARTAMENTO PER VACANZE;VIA MILAZZO, 3;1;1;0;0;0;0;2;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;OPERA STYLE;VIA NAZIONALE, 243;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;ORA MODERNA;VICOLO SAVELLI, 33;0;0;0;0;0;0;8;13;6;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;ORIANA SUITES ROME;LARGO CHIGI, 5;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;ORSO LODGE;VIA DELL'ORSO, 16;0;0;0;0;0;0;0;0;1;1
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;ORSO LUXURY APARTMENT CASA E APPARTAMENTO PER VACANZE;VIA DELLA SCROFA, 102;0;0;0;1;0;0;1;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;PACO casa vacanze imprenditoriale;VIA CAVOUR, 210;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;PANNA E MIELE;VIA VICENZA, 38;0;0;0;1;0;0;1;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;PANTHEON EXCLUSIVE CASA E APPARTAMENTO PER VACANZE;VIA DEL SEMINARIO, 106;0;1;1;0;0;0;2;5;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;PANTHEON MIRACLE SUITE;VICOLO DE' BURRO', 165;0;2;0;0;0;0;2;4;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;PANTHEON SPANISH STEPS 2 BEDROOM;VIA DEI BERGAMASCHI, 58;0;0;1;0;0;0;1;3;0;0
Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);Categoria 2;PARIONE CHARME CASA E APPARTAMENTO PER VACANZE;VIA DI PARIONE, 32;0;1;0;0;0;0;1;2;0;0
